Orthogroup	Duplications (all)	Duplications (50% support)
OG0059761	4	4
OG0059762	4	4
OG0059763	2	2
OG0059764	4	4
OG0059765	3	3
OG0059766	2	2
OG0059767	4	4
OG0059768	4	4
OG0059769	3	3
OG0059770	4	4
OG0059771	4	4
OG0059772	2	2
OG0059773	4	4
OG0059774	2	2
OG0059775	3	3
OG0059776	4	4
OG0059777	2	2
OG0059778	4	4
OG0059779	4	4
OG0059780	3	3
OG0059781	3	3
OG0059782	3	3
OG0059783	4	4
OG0059784	3	3
OG0059785	4	4
OG0059786	1	1
OG0059787	4	4
OG0059788	4	4
OG0059789	1	1
OG0059790	4	4
OG0059791	1	1
OG0059792	4	4
OG0059793	4	4
OG0059794	4	4
OG0059795	4	4
OG0059796	3	3
OG0059797	4	4
OG0059798	2	2
OG0059799	3	3
OG0059800	4	4
OG0059801	4	4
OG0059802	4	4
OG0059803	4	4
OG0059804	2	2
OG0059805	3	3
OG0059806	3	3
OG0059807	2	2
OG0059808	4	4
OG0059809	4	4
OG0059810	4	4
OG0059811	1	1
OG0059812	3	3
OG0059813	3	3
OG0059814	3	3
OG0059815	4	4
OG0059816	4	4
OG0059817	2	2
OG0059818	4	4
OG0059819	3	3
OG0059820	3	3
OG0059821	1	1
OG0059822	4	4
OG0059823	4	4
OG0059824	4	4
OG0059825	4	4
OG0059826	3	3
OG0059827	4	4
OG0059828	3	3
OG0059829	1	1
OG0059830	4	4
OG0059831	3	3
OG0059832	1	1
OG0059833	4	4
OG0059834	3	3
OG0059835	3	3
OG0059836	3	3
OG0059837	4	4
OG0059838	2	2
OG0059839	3	3
OG0059840	1	1
OG0059841	3	3
OG0059842	4	4
OG0059843	3	3
OG0059844	4	4
OG0059845	2	2
OG0059846	0	0
OG0059847	3	3
OG0059848	4	4
OG0059849	0	0
OG0059850	2	2
OG0059851	4	4
OG0059852	3	3
OG0059853	4	4
OG0059854	2	2
OG0059855	0	0
OG0059856	4	4
OG0059857	4	4
OG0059858	2	2
OG0059859	4	4
OG0059860	3	3
OG0059861	3	3
OG0059862	2	2
OG0059863	3	3
OG0059864	2	2
OG0059865	0	0
OG0059866	4	4
OG0059867	4	4
OG0059868	3	3
OG0059869	4	4
OG0059870	4	4
OG0059871	3	3
OG0059872	3	3
OG0059873	4	4
OG0059874	3	3
OG0059875	3	3
OG0059876	4	4
OG0059877	3	3
OG0059878	4	4
OG0059879	2	2
OG0059880	4	4
OG0059881	3	3
OG0059882	3	3
OG0059883	4	4
OG0059884	3	3
OG0059885	2	2
OG0059886	2	2
OG0059887	4	4
OG0059888	4	4
OG0059889	3	3
OG0059890	4	4
OG0059891	4	4
OG0059892	2	2
OG0059893	2	2
OG0059894	3	3
OG0059895	4	4
OG0059896	2	2
OG0059897	4	4
OG0059898	1	1
OG0059899	4	4
OG0059900	4	4
OG0059901	3	3
OG0059902	1	1
OG0059903	1	1
OG0059904	3	3
OG0059905	4	4
OG0059906	3	3
OG0059907	4	4
OG0059908	3	3
OG0059909	1	1
OG0059910	2	2
OG0059911	4	4
OG0059912	4	4
OG0059913	2	2
OG0059914	3	3
OG0059915	4	4
OG0059916	2	2
OG0059917	1	1
OG0059918	1	1
OG0059919	1	1
OG0059920	4	4
OG0059921	3	3
OG0059922	4	4
OG0059923	3	3
OG0059924	2	2
OG0059925	4	4
OG0059926	3	3
OG0059927	4	4
OG0059928	4	4
OG0059929	3	3
OG0059930	3	3
OG0059931	3	3
OG0059932	1	1
OG0059933	3	3
OG0059934	3	3
OG0059935	3	3
OG0059936	2	2
OG0059937	0	0
OG0059938	4	4
OG0059939	2	2
OG0059940	3	3
OG0059941	4	4
OG0059942	2	2
OG0059943	4	4
OG0059944	3	3
OG0059945	3	3
OG0059946	4	4
OG0059947	4	4
OG0059948	3	3
OG0059949	1	1
OG0059950	3	3
OG0059951	4	4
OG0059952	3	3
OG0059953	4	4
OG0059954	2	2
OG0059955	0	0
OG0059956	4	4
OG0059957	3	3
OG0059958	4	4
OG0059959	3	3
OG0059960	4	4
OG0059961	4	4
OG0059962	4	4
OG0059963	4	4
OG0059964	3	3
OG0059965	2	2
OG0059966	3	3
OG0059967	4	4
OG0059968	1	1
OG0059969	3	3
OG0059970	4	4
OG0059971	4	4
OG0059972	4	4
OG0059973	4	4
OG0059974	4	4
OG0059975	3	3
OG0059976	4	4
OG0059977	4	4
OG0059978	3	3
OG0059979	4	4
OG0059980	1	1
OG0059981	3	3
OG0059982	3	3
OG0059983	2	2
OG0059984	0	0
OG0059985	3	3
OG0059986	3	3
OG0059987	3	3
OG0059988	3	3
OG0059989	4	4
OG0059990	2	2
OG0059991	3	3
OG0059992	3	3
OG0059993	1	1
OG0059994	4	4
OG0059995	3	3
OG0059996	3	3
OG0059997	4	4
OG0059998	4	4
OG0059999	4	4
OG0060000	3	3
OG0060001	2	2
OG0060002	2	2
OG0060003	1	1
OG0060004	4	4
OG0060005	3	3
OG0060006	2	2
OG0060007	4	4
OG0060008	4	4
OG0060009	4	4
OG0060010	3	3
OG0060011	4	4
OG0060012	4	4
OG0060013	4	4
OG0060014	4	4
OG0060015	4	4
OG0060016	2	2
OG0060017	4	4
OG0060018	4	4
OG0060019	4	4
OG0060020	4	4
OG0060021	1	1
OG0060022	1	1
OG0060023	3	3
OG0060024	4	4
OG0060025	4	4
OG0060026	4	4
OG0060027	4	4
OG0060028	2	2
OG0060029	2	2
OG0060030	2	2
OG0060031	3	3
OG0060032	3	3
OG0060033	4	4
OG0060034	4	4
OG0060035	2	2
OG0060036	3	3
OG0060037	4	4
OG0060038	4	4
OG0060039	3	3
OG0060040	2	2
OG0060041	4	4
OG0060042	3	3
OG0060043	4	4
OG0060044	3	3
OG0060045	4	4
OG0060046	4	4
OG0060047	4	4
OG0060048	3	3
OG0060049	3	3
OG0060050	4	4
OG0060051	2	2
OG0060052	4	4
OG0060053	4	4
OG0060054	3	3
OG0060055	4	4
OG0060056	4	4
OG0060057	4	4
OG0060058	4	4
OG0060059	3	3
OG0060060	4	4
OG0060061	4	4
OG0060062	4	4
OG0060063	3	3
OG0060064	4	4
OG0060065	4	4
OG0060066	4	4
OG0060067	4	4
OG0060068	4	4
OG0060069	4	4
OG0060070	2	2
OG0060071	4	4
OG0060072	4	4
OG0060073	1	1
OG0060074	4	4
OG0060075	4	4
OG0060076	4	4
OG0060077	4	4
OG0060078	4	4
OG0060079	4	4
OG0060080	4	4
OG0060081	4	4
OG0060082	1	1
OG0060083	4	4
OG0060084	3	3
OG0060085	4	4
OG0060086	4	4
OG0060087	4	4
OG0060088	4	4
OG0060089	4	4
OG0060090	4	4
OG0060091	2	2
OG0060092	4	4
OG0060093	3	3
OG0060094	1	1
OG0060095	2	2
OG0060096	3	3
OG0060097	3	3
OG0060098	4	4
OG0060099	4	4
OG0060100	3	3
OG0060101	3	3
OG0060102	4	4
OG0060103	4	4
OG0060104	4	4
OG0060105	1	1
OG0060106	3	3
OG0060107	4	4
OG0060108	1	1
OG0060109	4	4
OG0060110	2	2
OG0060111	4	4
OG0060112	4	4
OG0060113	4	4
OG0060114	3	3
OG0060115	3	3
OG0060116	3	3
OG0060117	4	4
OG0060118	3	3
OG0060119	4	4
OG0060120	4	4
OG0060121	4	4
OG0060122	2	2
OG0060123	4	4
OG0060124	4	4
OG0060125	3	3
OG0060126	3	3
OG0060127	4	4
OG0060128	4	4
OG0060129	4	4
OG0060130	4	4
OG0060131	3	3
OG0060132	4	4
OG0060133	4	4
OG0060134	2	2
OG0060135	4	4
OG0060136	4	4
OG0060137	3	3
OG0060138	3	3
OG0060139	3	3
OG0060140	3	3
OG0060141	4	4
OG0060142	4	4
OG0060143	2	2
OG0060144	2	2
OG0060145	4	4
OG0060146	4	4
OG0060147	4	4
OG0060148	4	4
OG0060149	4	4
OG0060150	2	2
OG0060151	2	2
OG0060152	4	4
OG0060153	2	2
OG0060154	1	1
OG0060155	2	2
OG0060156	4	4
OG0060157	1	1
OG0060158	3	3
OG0060159	4	4
OG0060160	3	3
OG0060161	1	1
OG0060162	4	4
OG0060163	4	4
OG0060164	4	4
OG0060165	4	4
OG0060166	4	4
OG0060167	1	1
OG0060168	1	1
OG0060169	2	2
OG0060170	3	3
OG0060171	3	3
OG0060172	3	3
OG0060173	4	4
OG0060174	4	4
OG0060175	4	4
OG0060176	3	3
OG0060177	2	2
OG0060178	3	3
OG0060179	2	2
OG0060180	2	2
OG0060181	2	2
OG0060182	4	4
OG0060183	3	3
OG0060184	4	4
OG0060185	4	4
OG0060186	4	4
OG0060187	4	4
OG0060188	4	4
OG0060189	0	0
OG0060190	3	3
OG0060191	4	4
OG0060192	2	2
OG0060193	1	1
OG0060194	3	3
OG0060195	4	4
OG0060196	3	3
OG0060197	4	4
OG0060198	1	1
OG0060199	4	4
OG0060200	1	1
OG0060201	4	4
OG0060202	4	4
OG0060203	3	3
OG0060204	0	0
OG0060205	4	4
OG0060206	1	1
OG0060207	4	4
OG0060208	3	3
OG0060209	3	3
OG0060210	2	2
OG0060211	4	4
OG0060212	3	3
OG0060213	4	4
OG0060214	4	4
OG0060215	3	3
OG0060216	4	4
OG0060217	4	4
OG0060218	4	4
OG0060219	3	3
OG0060220	4	4
OG0060221	2	2
OG0060222	3	3
OG0060223	1	0
OG0060224	4	4
OG0060225	3	3
OG0060226	4	4
OG0060227	4	4
OG0060228	4	4
OG0060229	4	4
OG0060230	4	4
OG0060231	1	1
OG0060232	4	4
OG0060233	4	4
OG0060234	4	4
OG0060235	3	3
OG0060236	4	4
OG0060237	4	4
OG0060238	4	4
OG0060239	3	3
OG0060240	4	4
OG0060241	4	4
OG0060242	4	4
OG0060243	4	4
OG0060244	4	4
OG0060245	3	3
OG0060246	4	4
OG0060247	3	3
OG0060248	3	3
OG0060249	4	4
OG0060250	3	3
OG0060251	3	3
OG0060252	2	2
OG0060253	4	4
OG0060254	2	2
OG0060255	3	3
OG0060256	3	3
OG0060257	3	3
OG0060258	1	1
OG0060259	4	4
OG0060260	4	4
OG0060261	4	4
OG0060262	3	3
OG0060263	2	2
OG0060264	3	3
OG0060265	3	3
OG0060266	1	1
OG0060267	4	4
OG0060268	2	2
OG0060269	3	3
OG0060270	4	4
OG0060271	3	3
OG0060272	3	3
OG0060273	4	4
OG0060274	4	4
OG0060275	4	4
OG0060276	3	3
OG0060277	4	4
OG0060278	3	3
OG0060279	2	2
OG0060280	4	4
OG0060281	4	4
OG0060282	2	2
OG0060283	2	2
OG0060284	2	2
OG0060285	4	4
OG0060286	2	2
OG0060287	1	1
OG0060288	4	4
OG0060289	2	2
OG0060290	2	2
OG0060291	1	1
OG0060292	4	4
OG0060293	4	4
OG0060294	4	4
OG0060295	2	2
OG0060296	3	3
OG0060297	3	3
OG0060298	3	3
OG0060299	4	4
OG0060300	3	3
OG0060301	2	2
OG0060302	3	3
OG0060303	3	3
OG0060304	4	4
OG0060305	2	2
OG0060306	4	4
OG0060307	2	2
OG0060308	3	3
OG0060309	1	1
OG0060310	4	4
OG0060311	4	4
OG0060312	2	2
OG0060313	3	3
OG0060314	2	2
OG0060315	4	4
OG0060316	2	2
OG0060317	4	4
OG0060318	1	1
OG0060319	4	4
OG0060320	4	4
OG0060321	4	4
OG0060322	3	3
OG0060323	1	1
OG0060324	4	4
OG0060325	3	3
OG0060326	4	4
OG0060327	4	4
OG0060328	3	3
OG0060329	4	4
OG0060330	3	3
OG0060331	1	1
OG0060332	3	3
OG0060333	2	2
OG0060334	2	2
OG0060335	3	3
OG0060336	4	4
OG0060337	3	3
OG0060338	3	3
OG0060339	2	2
OG0060340	2	2
OG0060341	1	1
OG0060342	0	0
OG0060343	3	3
OG0060344	3	3
OG0060345	4	4
OG0060346	3	3
OG0060347	2	2
OG0060348	3	3
OG0060349	1	1
OG0060350	1	1
OG0060351	4	4
OG0060352	3	3
OG0060353	4	4
OG0060354	1	1
OG0060355	2	2
OG0060356	4	4
OG0060357	2	2
OG0060358	3	3
OG0060359	4	4
OG0060360	4	4
OG0060361	2	2
OG0060362	2	2
OG0060363	4	4
OG0060364	1	1
OG0060365	2	2
OG0060366	4	4
OG0060367	4	4
OG0060368	2	2
OG0060369	3	3
OG0060370	4	4
OG0060371	2	2
OG0060372	4	4
OG0060373	4	4
OG0060374	4	4
OG0060375	1	1
OG0060376	1	1
OG0060377	4	4
OG0060378	2	2
OG0060379	3	3
OG0060380	2	2
OG0060381	4	4
OG0060382	0	0
OG0060383	2	2
OG0060384	3	3
OG0060385	3	3
OG0060386	3	3
OG0060387	4	4
OG0060388	2	2
OG0060389	4	4
OG0060390	1	1
OG0060391	1	1
OG0060392	2	2
OG0060393	2	2
OG0060394	3	3
OG0060395	3	3
OG0060396	2	2
OG0060397	4	4
OG0060398	4	4
OG0060399	1	1
OG0060400	2	2
OG0060401	2	2
OG0060402	4	4
OG0060403	2	2
OG0060404	3	3
OG0060405	2	2
OG0060406	2	2
OG0060407	1	1
OG0060408	3	3
OG0060409	2	2
OG0060410	4	4
OG0060411	4	4
OG0060412	4	4
OG0060413	3	3
OG0060414	2	2
OG0060415	4	4
OG0060416	4	4
OG0060417	3	3
OG0060418	4	4
OG0060419	4	4
OG0060420	3	3
OG0060421	4	4
OG0060422	4	4
OG0060423	4	4
OG0060424	3	3
OG0060425	1	1
OG0060426	2	2
OG0060427	2	2
OG0060428	3	3
OG0060429	2	2
OG0060430	1	0
OG0060431	1	1
OG0060432	2	2
OG0060433	3	3
OG0060434	4	4
OG0060435	1	1
OG0060436	3	3
OG0060437	1	1
OG0060438	3	3
OG0060439	4	4
OG0060440	4	4
OG0060441	3	3
OG0060442	4	4
OG0060443	3	3
OG0060444	4	4
OG0060445	4	4
OG0060446	3	3
OG0060447	3	3
OG0060448	4	4
OG0060449	4	4
OG0060450	4	4
OG0060451	2	2
OG0060452	1	1
OG0060453	2	2
OG0060454	4	4
OG0060455	2	2
OG0060456	4	4
OG0060457	1	1
OG0060458	3	3
OG0060459	4	4
OG0060460	4	4
OG0060461	4	4
OG0060462	2	2
OG0060463	4	4
OG0060464	2	2
OG0060465	2	2
OG0060466	4	4
OG0060467	4	4
OG0060468	3	3
OG0060469	3	3
OG0060470	3	3
OG0060471	2	2
OG0060472	4	4
OG0060473	4	4
OG0060474	1	1
OG0060475	2	2
OG0060476	3	3
OG0060477	2	2
OG0060478	3	3
OG0060479	1	1
OG0060480	2	2
OG0060481	2	2
OG0060482	2	2
OG0060483	4	4
OG0060484	3	3
OG0060485	2	2
OG0060486	3	3
OG0060487	1	1
OG0060488	2	2
OG0060489	3	3
OG0060490	2	2
OG0060491	3	3
OG0060492	1	1
OG0060493	3	3
OG0060494	2	2
OG0060495	3	3
OG0060496	4	4
OG0060497	4	4
OG0060498	4	4
OG0060499	2	2
OG0060500	1	1
OG0060501	4	4
OG0060502	2	2
OG0060503	2	2
OG0060504	1	1
OG0060505	4	4
OG0060506	3	3
OG0060507	3	3
OG0060508	4	4
OG0060509	3	3
OG0060510	4	4
OG0060511	4	4
OG0060512	4	4
OG0060513	4	4
OG0060514	4	4
OG0060515	2	2
OG0060516	4	4
OG0060517	3	3
OG0060518	4	4
OG0060519	4	4
OG0060520	4	4
OG0060521	3	3
OG0060522	4	4
OG0060523	3	3
OG0060524	4	4
OG0060525	3	3
OG0060526	3	3
OG0060527	4	4
OG0060528	4	4
OG0060529	4	4
OG0060530	4	4
OG0060531	4	4
OG0060532	4	4
OG0060533	3	3
OG0060534	3	3
OG0060535	4	4
OG0060536	4	4
OG0060537	4	4
OG0060538	4	4
OG0060539	4	4
OG0060540	4	4
OG0060541	4	4
OG0060542	4	4
OG0060543	3	3
OG0060544	4	4
OG0060545	4	4
OG0060546	3	3
OG0060547	3	3
OG0060548	3	3
OG0060549	4	4
OG0060550	4	4
OG0060551	4	4
OG0060552	4	4
OG0060553	4	4
OG0060554	2	2
OG0060555	4	4
OG0060556	4	4
OG0060557	3	3
OG0060558	3	3
OG0060559	4	4
OG0060560	2	2
OG0060561	4	4
OG0060562	2	2
OG0060563	4	4
OG0060564	4	4
OG0060565	2	2
OG0060566	4	4
OG0060567	2	2
OG0060568	4	4
OG0060569	4	4
OG0060570	4	4
OG0060571	3	3
OG0060572	4	4
OG0060573	1	1
OG0060574	4	4
OG0060575	3	3
OG0060576	4	4
OG0060577	4	4
OG0060578	4	4
OG0060579	3	3
OG0060580	2	2
OG0060581	3	3
OG0060582	3	3
OG0060583	4	4
OG0060584	4	4
OG0060585	3	3
OG0060586	4	4
OG0060587	4	4
OG0060588	1	1
OG0060589	4	4
OG0060590	2	2
OG0060591	3	3
OG0060592	3	3
OG0060593	4	4
OG0060594	1	1
OG0060595	2	2
OG0060596	2	2
OG0060597	4	4
OG0060598	4	4
OG0060599	4	4
OG0060600	4	4
OG0060601	4	4
OG0060602	1	1
OG0060603	3	3
OG0060604	4	4
OG0060605	4	4
OG0060606	4	4
OG0060607	3	3
OG0060608	4	4
OG0060609	4	4
OG0060610	4	4
OG0060611	4	4
OG0060612	4	4
OG0060613	4	4
OG0060614	4	4
OG0060615	4	4
OG0060616	4	4
OG0060617	3	3
OG0060618	4	4
OG0060619	4	4
OG0060620	4	4
OG0060621	4	4
OG0060622	4	4
OG0060623	2	2
OG0060624	3	3
OG0060625	4	4
OG0060626	3	3
OG0060627	4	4
OG0060628	1	0
OG0060629	1	1
OG0060630	4	4
OG0060631	4	4
OG0060632	3	3
OG0060633	3	3
OG0060634	2	2
OG0060635	1	1
OG0060636	4	4
OG0060637	2	2
OG0060638	4	4
OG0060639	2	2
OG0060640	4	4
OG0060641	4	4
OG0060642	3	3
OG0060643	3	3
OG0060644	4	4
OG0060645	4	4
OG0060646	3	3
OG0060647	2	2
OG0060648	4	4
OG0060649	2	2
OG0060650	4	4
OG0060651	3	3
OG0060652	3	3
OG0060653	3	3
OG0060654	4	4
OG0060655	4	4
OG0060656	3	3
OG0060657	2	2
OG0060658	3	3
OG0060659	4	4
OG0060660	4	4
OG0060661	4	4
OG0060662	4	4
OG0060663	2	2
OG0060664	3	3
OG0060665	4	4
OG0060666	0	0
OG0060667	4	4
OG0060668	4	4
OG0060669	4	4
OG0060670	4	4
OG0060671	4	4
OG0060672	2	2
OG0060673	4	4
OG0060674	4	4
OG0060675	4	4
OG0060676	4	4
OG0060677	4	4
OG0060678	3	3
OG0060679	4	4
OG0060680	3	3
OG0060681	4	4
OG0060682	4	4
OG0060683	2	2
OG0060684	4	4
OG0060685	1	1
OG0060686	4	4
OG0060687	4	4
OG0060688	3	3
OG0060689	3	3
OG0060690	3	3
OG0060691	4	4
OG0060692	3	3
OG0060693	4	4
OG0060694	2	2
OG0060695	4	4
OG0060696	4	4
OG0060697	4	4
OG0060698	2	2
OG0060699	3	3
OG0060700	4	4
OG0060701	4	4
OG0060702	3	3
OG0060703	3	3
OG0060704	4	4
OG0060705	1	1
OG0060706	2	2
OG0060707	4	4
OG0060708	4	4
OG0060709	4	4
OG0060710	4	4
OG0060711	2	2
OG0060712	0	0
OG0060713	4	4
OG0060714	4	4
OG0060715	4	4
OG0060716	3	3
OG0060717	2	2
OG0060718	1	1
OG0060719	3	3
OG0060720	1	1
OG0060721	2	2
OG0060722	4	4
OG0060723	0	0
OG0060724	1	1
OG0060725	4	4
OG0060726	3	3
OG0060727	3	3
OG0060728	3	3
OG0060729	4	4
OG0060730	2	2
OG0060731	4	4
OG0060732	1	1
OG0060733	4	4
OG0060734	1	1
OG0060735	4	4
OG0060736	2	2
OG0060737	4	4
OG0060738	2	2
OG0060739	3	3
OG0060740	4	4
OG0060741	4	4
OG0060742	3	3
OG0060743	3	3
OG0060744	2	2
OG0060745	2	2
OG0060746	1	1
OG0060747	3	3
OG0060748	3	3
OG0060749	3	3
OG0060750	1	1
OG0060751	3	3
OG0060752	0	0
OG0060753	3	3
OG0060754	3	3
OG0060755	3	3
OG0060756	4	4
OG0060757	3	3
OG0060758	0	0
OG0060759	3	3
OG0060760	4	4
OG0060761	1	1
OG0060762	4	4
OG0060763	4	4
OG0060764	3	3
OG0060765	4	4
OG0060766	4	4
OG0060767	4	4
OG0060768	4	4
OG0060769	4	4
OG0060770	3	3
OG0060771	3	3
OG0060772	4	4
OG0060773	3	3
OG0060774	4	4
OG0060775	4	4
OG0060776	3	3
OG0060777	1	1
OG0060778	4	4
OG0060779	4	4
OG0060780	4	4
OG0060781	4	4
OG0060782	2	2
OG0060783	1	1
OG0060784	3	3
OG0060785	3	3
OG0060786	4	4
OG0060787	3	3
OG0060788	4	4
OG0060789	4	4
OG0060790	4	4
OG0060791	4	4
OG0060792	1	1
OG0060793	2	2
OG0060794	2	2
OG0060795	2	2
OG0060796	4	4
OG0060797	2	2
OG0060798	1	1
OG0060799	3	3
OG0060800	4	4
OG0060801	4	4
OG0060802	4	4
OG0060803	4	4
OG0060804	4	4
OG0060805	4	4
OG0060806	4	4
OG0060807	4	4
OG0060808	3	3
OG0060809	3	3
OG0060810	4	4
OG0060811	2	2
OG0060812	3	3
OG0060813	4	4
OG0060814	3	3
OG0060815	4	4
OG0060816	3	3
OG0060817	4	4
OG0060818	3	3
OG0060819	2	2
OG0060820	3	3
OG0060821	4	4
OG0060822	4	4
OG0060823	4	4
OG0060824	2	2
OG0060825	3	3
OG0060826	4	4
OG0060827	2	2
OG0060828	2	2
OG0060829	2	2
OG0060830	3	3
OG0060831	1	1
OG0060832	4	4
OG0060833	4	4
OG0060834	4	4
OG0060835	3	3
OG0060836	4	4
OG0060837	4	4
OG0060838	4	4
OG0060839	1	1
OG0060840	4	4
OG0060841	4	4
OG0060842	1	1
OG0060843	3	3
OG0060844	1	1
OG0060845	4	4
OG0060846	4	4
OG0060847	4	4
OG0060848	4	4
OG0060849	4	4
OG0060850	1	1
OG0060851	2	2
OG0060852	3	3
OG0060853	4	4
OG0060854	4	4
OG0060855	2	2
OG0060856	4	4
OG0060857	4	4
OG0060858	4	4
OG0060859	0	0
OG0060860	0	0
OG0060861	4	4
OG0060862	4	4
OG0060863	3	3
OG0060864	4	4
OG0060865	2	2
OG0060866	3	3
OG0060867	2	2
OG0060868	2	2
OG0060869	4	4
OG0060870	2	2
OG0060871	4	4
OG0060872	3	3
OG0060873	3	3
OG0060874	4	4
OG0060875	2	2
OG0060876	1	1
OG0060877	4	4
OG0060878	4	4
OG0060879	4	4
OG0060880	1	1
OG0060881	4	4
OG0060882	4	4
OG0060883	2	2
OG0060884	3	3
OG0060885	4	4
OG0060886	1	1
OG0060887	4	4
OG0060888	3	3
OG0060889	4	4
OG0060890	4	4
OG0060891	1	1
OG0060892	3	3
OG0060893	3	3
OG0060894	0	0
OG0060895	0	0
OG0060896	3	3
OG0060897	3	3
OG0060898	2	2
OG0060899	2	2
OG0060900	2	2
OG0060901	0	0
OG0060902	3	3
OG0060903	2	2
OG0060904	4	4
OG0060905	3	3
OG0060906	4	4
OG0060907	3	3
OG0060908	4	4
OG0060909	3	3
OG0060910	4	4
OG0060911	1	1
OG0060912	2	2
OG0060913	4	4
OG0060914	4	4
OG0060915	4	4
OG0060916	1	1
OG0060917	3	3
OG0060918	4	4
OG0060919	3	3
OG0060920	4	4
OG0060921	3	3
OG0060922	2	2
OG0060923	1	1
OG0060924	3	3
OG0060925	4	4
OG0060926	2	2
OG0060927	3	3
OG0060928	3	3
OG0060929	4	4
OG0060930	4	4
OG0060931	4	4
OG0060932	4	4
OG0060933	3	3
OG0060934	4	4
OG0060935	4	4
OG0060936	2	2
OG0060937	3	3
OG0060938	4	4
OG0060939	4	4
OG0060940	4	4
OG0060941	4	4
OG0060942	4	4
OG0060943	4	4
OG0060944	4	4
OG0060945	3	3
OG0060946	4	4
OG0060947	4	4
OG0060948	4	4
OG0060949	4	4
OG0060950	4	4
OG0060951	4	4
OG0060952	4	4
OG0060953	4	4
OG0060954	4	4
OG0060955	4	4
OG0060956	4	4
OG0060957	3	3
OG0060958	2	2
OG0060959	1	1
OG0060960	4	4
OG0060961	2	2
OG0060962	4	4
OG0060963	4	4
OG0060964	4	4
OG0060965	1	1
OG0060966	4	4
OG0060967	4	4
OG0060968	3	3
OG0060969	2	2
OG0060970	3	3
OG0060971	3	3
OG0060972	4	4
OG0060973	4	4
OG0060974	4	4
OG0060975	4	4
OG0060976	2	2
OG0060977	2	2
OG0060978	1	1
OG0060979	1	1
OG0060980	4	4
OG0060981	4	4
OG0060982	4	4
OG0060983	2	2
OG0060984	4	4
OG0060985	3	3
OG0060986	4	4
OG0060987	4	4
OG0060988	4	4
OG0060989	4	4
OG0060990	3	3
OG0060991	4	4
OG0060992	4	4
OG0060993	4	4
OG0060994	3	3
OG0060995	4	4
OG0060996	4	4
OG0060997	4	4
OG0060998	4	4
OG0060999	3	3
OG0061000	4	4
OG0061001	4	4
OG0061002	3	3
OG0061003	4	4
OG0061004	4	4
OG0061005	4	4
OG0061006	3	3
OG0061007	4	4
OG0061008	1	1
OG0061009	4	4
OG0061010	4	4
OG0061011	3	3
OG0061012	3	3
OG0061013	4	4
OG0061014	4	4
OG0061015	4	4
OG0061016	4	4
OG0061017	2	2
OG0061018	4	4
OG0061019	4	4
OG0061020	4	4
OG0061021	4	4
OG0061022	3	3
OG0061023	4	4
OG0061024	4	4
OG0061025	4	4
OG0061026	4	4
OG0061027	4	4
OG0061028	4	4
OG0061029	4	4
OG0061030	2	2
OG0061031	2	2
OG0061032	2	2
OG0061033	4	4
OG0061034	4	4
OG0061035	4	4
OG0061036	4	4
OG0061037	4	4
OG0061038	1	1
OG0061039	4	4
OG0061040	3	3
OG0061041	4	4
OG0061042	1	1
OG0061043	4	4
OG0061044	4	4
OG0061045	4	4
OG0061046	1	1
OG0061047	4	4
OG0061048	3	3
OG0061049	0	0
OG0061050	4	4
OG0061051	4	4
OG0061052	4	4
OG0061053	4	4
OG0061054	4	4
OG0061055	4	4
OG0061056	4	4
OG0061057	4	4
OG0061058	4	4
OG0061059	4	4
OG0061060	2	2
OG0061061	4	4
OG0061062	4	4
OG0061063	1	0
OG0061064	2	2
OG0061065	4	4
OG0061066	4	4
OG0061067	4	4
OG0061068	4	4
OG0061069	2	2
OG0061070	3	3
OG0061071	4	4
OG0061072	3	3
OG0061073	3	3
OG0061074	4	4
OG0061075	4	4
OG0061076	3	3
OG0061077	4	4
OG0061078	4	4
OG0061079	4	4
OG0061080	2	2
OG0061081	4	4
OG0061082	4	4
OG0061083	3	3
OG0061084	4	4
OG0061085	3	3
OG0061086	4	4
OG0061087	4	4
OG0061088	3	3
OG0061089	4	4
OG0061090	2	2
OG0061091	4	4
OG0061092	3	3
OG0061093	3	3
OG0061094	4	4
OG0061095	3	3
OG0061096	4	4
OG0061097	4	4
OG0061098	4	4
OG0061099	4	4
OG0061100	4	4
OG0061101	1	1
OG0061102	3	3
OG0061103	2	2
OG0061104	4	4
OG0061105	4	4
OG0061106	3	3
OG0061107	3	3
OG0061108	4	4
OG0061109	3	3
OG0061110	3	3
OG0061111	4	4
OG0061112	2	2
OG0061113	3	3
OG0061114	4	4
OG0061115	4	4
OG0061116	4	4
OG0061117	4	4
OG0061118	4	4
OG0061119	4	4
OG0061120	4	4
OG0061121	4	4
OG0061122	4	4
OG0061123	4	4
OG0061124	4	4
OG0061125	3	3
OG0061126	4	4
OG0061127	2	2
OG0061128	3	3
OG0061129	1	1
OG0061130	4	4
OG0061131	3	3
OG0061132	3	3
OG0061133	4	4
OG0061134	3	3
OG0061135	4	4
OG0061136	3	3
OG0061137	4	4
OG0061138	1	1
OG0061139	3	3
OG0061140	2	2
OG0061141	1	1
OG0061142	4	4
OG0061143	3	3
OG0061144	1	1
OG0061145	4	4
OG0061146	3	3
OG0061147	4	4
OG0061148	3	3
OG0061149	2	2
OG0061150	3	3
OG0061151	4	4
OG0061152	3	3
OG0061153	1	1
OG0061154	1	1
OG0061155	3	3
OG0061156	2	2
OG0061157	2	2
