Orthogroup	Duplications (all)	Duplications (50% support)
OG0019344	9	9
OG0019345	9	9
OG0019346	9	9
OG0019347	4	4
OG0019348	10	8
OG0019349	13	9
OG0019350	6	6
OG0019351	10	10
OG0019352	8	8
OG0019353	8	7
OG0019354	10	10
OG0019355	6	3
OG0019356	13	12
OG0019357	12	9
OG0019358	9	9
OG0019359	20	20
OG0019360	6	6
OG0019361	9	8
OG0019362	8	8
OG0019363	8	8
OG0019364	19	19
OG0019365	14	14
OG0019366	7	6
OG0019367	10	10
OG0019368	7	5
OG0019369	9	8
OG0019370	9	7
OG0019371	7	7
OG0019372	9	7
OG0019373	9	9
OG0019374	15	15
OG0019375	18	18
OG0019376	7	7
OG0019377	11	9
OG0019378	7	6
OG0019379	12	11
OG0019380	7	7
OG0019381	20	20
OG0019382	8	7
OG0019383	10	8
OG0019384	8	6
OG0019385	9	7
OG0019386	12	10
OG0019387	6	6
OG0019388	9	9
OG0019389	10	8
OG0019390	9	9
OG0019391	9	7
OG0019392	11	11
OG0019393	12	12
OG0019394	10	9
OG0019395	9	9
OG0019396	11	11
OG0019397	10	9
OG0019398	10	9
OG0019399	5	5
OG0019400	10	9
OG0019401	12	12
OG0019402	8	8
OG0019403	7	7
OG0019404	7	7
OG0019405	7	7
OG0019406	11	11
OG0019407	16	14
OG0019408	15	15
OG0019409	7	7
OG0019410	7	6
OG0019411	7	7
OG0019412	7	4
OG0019413	20	20
OG0019414	6	5
OG0019415	11	10
OG0019416	20	20
OG0019417	7	7
OG0019418	9	8
OG0019419	8	8
OG0019420	0	0
OG0019421	17	17
OG0019422	12	12
OG0019423	7	7
OG0019424	6	6
OG0019425	1	1
OG0019426	10	8
OG0019427	16	16
OG0019428	10	10
OG0019429	12	12
OG0019430	15	15
OG0019431	5	4
OG0019432	7	7
OG0019433	11	10
OG0019434	7	5
OG0019435	10	9
OG0019436	11	10
OG0019437	13	13
OG0019438	6	5
OG0019439	13	13
OG0019440	7	6
OG0019441	10	10
OG0019442	15	15
OG0019443	10	10
OG0019444	1	1
OG0019445	7	7
OG0019446	14	14
OG0019447	11	11
OG0019448	7	6
OG0019449	6	5
OG0019450	10	10
OG0019451	11	10
OG0019452	10	7
OG0019453	5	4
OG0019454	14	14
OG0019455	4	4
OG0019456	7	6
OG0019457	9	9
OG0019458	5	5
OG0019459	10	8
OG0019460	8	6
OG0019461	11	11
OG0019462	10	10
OG0019463	12	11
OG0019464	4	4
OG0019465	3	3
OG0019466	14	10
OG0019467	13	11
OG0019468	13	7
OG0019469	8	7
OG0019470	8	8
OG0019471	7	6
OG0019472	7	7
OG0019473	11	10
OG0019474	4	3
OG0019475	16	12
OG0019476	8	7
OG0019477	6	6
OG0019478	11	10
OG0019479	7	7
OG0019480	7	7
OG0019481	20	20
OG0019482	10	9
OG0019483	4	4
OG0019484	12	12
OG0019485	9	7
OG0019486	7	6
OG0019487	5	5
OG0019488	11	10
OG0019489	8	6
OG0019490	9	8
OG0019491	14	12
OG0019492	11	11
OG0019493	10	10
OG0019494	6	5
OG0019495	7	7
OG0019496	19	19
OG0019497	8	8
OG0019498	6	6
OG0019499	11	10
OG0019500	6	4
OG0019501	12	9
OG0019502	11	11
OG0019503	6	6
OG0019504	3	2
OG0019505	8	7
OG0019506	17	17
OG0019507	9	8
OG0019508	8	8
OG0019509	20	20
OG0019510	8	7
OG0019511	7	7
OG0019512	3	3
OG0019513	5	5
OG0019514	10	10
OG0019515	9	7
OG0019516	12	11
OG0019517	6	5
OG0019518	15	15
OG0019519	11	11
OG0019520	6	6
OG0019521	10	8
OG0019522	11	11
OG0019523	8	8
OG0019524	11	10
OG0019525	10	9
OG0019526	11	11
OG0019527	9	8
OG0019528	4	4
OG0019529	12	12
OG0019530	13	12
OG0019531	2	1
OG0019532	10	10
OG0019533	3	2
OG0019534	20	20
OG0019535	5	4
OG0019536	11	8
OG0019537	14	11
OG0019538	15	15
OG0019539	7	7
OG0019540	11	11
OG0019541	12	10
OG0019542	15	13
OG0019543	8	8
OG0019544	12	12
OG0019545	6	4
OG0019546	11	10
OG0019547	11	9
OG0019548	17	17
OG0019549	12	12
OG0019550	14	13
OG0019551	9	9
OG0019552	10	9
OG0019553	7	7
OG0019554	10	9
OG0019555	12	12
OG0019556	2	1
OG0019557	19	19
OG0019558	12	11
OG0019559	19	19
OG0019560	10	8
OG0019561	19	19
OG0019562	10	8
OG0019563	17	17
OG0019564	11	10
OG0019565	8	7
OG0019566	9	9
OG0019567	13	10
OG0019568	20	20
OG0019569	15	14
OG0019570	7	7
OG0019571	15	15
OG0019572	19	19
OG0019573	10	9
OG0019574	9	9
OG0019575	8	5
OG0019576	7	6
OG0019577	20	20
OG0019578	8	6
OG0019579	10	8
OG0019580	9	8
OG0019581	10	10
OG0019582	3	3
OG0019583	7	6
OG0019584	9	8
OG0019585	11	8
OG0019586	10	10
OG0019587	3	3
OG0019588	14	14
OG0019589	6	5
OG0019590	17	17
OG0019591	11	10
OG0019592	5	5
OG0019593	1	1
OG0019594	5	4
OG0019595	8	8
OG0019596	5	2
OG0019597	6	5
OG0019598	12	12
OG0019599	18	18
OG0019600	19	19
OG0019601	12	11
OG0019602	13	13
OG0019603	11	10
OG0019604	6	6
OG0019605	20	20
OG0019606	17	17
OG0019607	19	19
OG0019608	10	10
OG0019609	9	9
OG0019610	16	16
OG0019611	8	7
OG0019612	18	18
OG0019613	18	18
OG0019614	6	5
OG0019615	10	10
OG0019616	11	9
OG0019617	11	7
OG0019618	9	7
OG0019619	6	6
OG0019620	9	9
OG0019621	9	8
OG0019622	18	18
OG0019623	7	7
OG0019624	15	15
OG0019625	20	20
OG0019626	19	19
OG0019627	16	15
OG0019628	19	19
OG0019629	12	12
OG0019630	12	12
OG0019631	10	9
OG0019632	9	7
OG0019633	18	18
OG0019634	7	7
OG0019635	10	9
OG0019636	17	17
OG0019637	20	20
OG0019638	8	7
OG0019639	12	11
OG0019640	17	17
OG0019641	12	10
OG0019642	15	15
OG0019643	18	18
OG0019644	18	18
OG0019645	16	16
OG0019646	19	19
OG0019647	15	12
OG0019648	12	10
OG0019649	10	9
OG0019650	4	4
OG0019651	9	7
OG0019652	3	3
OG0019653	12	12
OG0019654	2	2
OG0019655	8	8
OG0019656	14	14
OG0019657	6	3
OG0019658	8	8
OG0019659	14	14
OG0019660	7	6
OG0019661	13	10
OG0019662	7	6
OG0019663	14	13
OG0019664	12	10
OG0019665	16	16
OG0019666	6	6
OG0019667	6	6
OG0019668	5	4
OG0019669	12	12
OG0019670	10	9
OG0019671	19	19
OG0019672	8	7
OG0019673	10	8
OG0019674	6	6
OG0019675	17	17
OG0019676	9	5
OG0019677	6	6
OG0019678	5	4
OG0019679	8	7
OG0019680	8	7
OG0019681	11	8
OG0019682	16	14
OG0019683	10	8
OG0019684	8	7
OG0019685	14	14
OG0019686	8	8
OG0019687	9	8
OG0019688	8	6
OG0019689	19	19
OG0019690	9	8
OG0019691	9	9
OG0019692	8	7
OG0019693	3	3
OG0019694	12	8
OG0019695	6	5
OG0019696	19	19
OG0019697	13	13
OG0019698	11	10
OG0019699	10	10
OG0019700	13	13
OG0019701	8	5
OG0019702	15	15
OG0019703	7	7
OG0019704	11	11
OG0019705	12	9
OG0019706	11	10
OG0019707	9	8
OG0019708	10	10
OG0019709	11	11
OG0019710	10	8
OG0019711	7	5
OG0019712	11	9
OG0019713	10	9
OG0019714	11	9
OG0019715	19	19
OG0019716	11	10
OG0019717	7	6
OG0019718	5	5
OG0019719	20	20
OG0019720	19	19
OG0019721	14	14
OG0019722	9	9
OG0019723	10	10
OG0019724	7	6
OG0019725	11	11
OG0019726	14	14
OG0019727	5	5
OG0019728	10	9
OG0019729	7	7
OG0019730	17	17
OG0019731	3	3
OG0019732	10	10
OG0019733	13	13
OG0019734	8	6
OG0019735	10	10
OG0019736	20	20
OG0019737	20	20
OG0019738	13	11
OG0019739	10	10
OG0019740	5	4
OG0019741	11	11
OG0019742	13	10
OG0019743	4	3
OG0019744	10	9
OG0019745	11	10
OG0019746	11	10
OG0019747	7	7
OG0019748	12	11
OG0019749	12	12
OG0019750	10	9
OG0019751	12	11
OG0019752	9	6
OG0019753	8	8
OG0019754	11	11
OG0019755	10	10
OG0019756	8	5
OG0019757	9	9
OG0019758	9	8
OG0019759	16	15
OG0019760	11	11
OG0019761	12	10
OG0019762	9	9
OG0019763	5	4
OG0019764	10	10
OG0019765	12	10
OG0019766	7	5
OG0019767	6	5
OG0019768	8	8
OG0019769	8	8
OG0019770	9	8
OG0019771	11	10
OG0019772	10	10
OG0019773	11	9
OG0019774	7	6
OG0019775	11	8
OG0019776	9	9
OG0019777	6	5
OG0019778	7	6
OG0019779	10	9
OG0019780	13	13
OG0019781	10	10
OG0019782	9	7
OG0019783	8	7
OG0019784	7	6
OG0019785	8	8
OG0019786	11	11
OG0019787	10	9
OG0019788	12	10
OG0019789	9	7
OG0019790	11	11
OG0019791	7	7
OG0019792	11	11
OG0019793	13	13
OG0019794	9	9
OG0019795	13	11
OG0019796	9	8
OG0019797	12	11
OG0019798	8	6
OG0019799	7	7
OG0019800	8	8
OG0019801	8	8
OG0019802	9	7
OG0019803	4	3
OG0019804	9	7
OG0019805	13	12
OG0019806	9	9
OG0019807	10	10
OG0019808	8	7
OG0019809	9	9
OG0019810	9	9
OG0019811	12	11
OG0019812	10	10
OG0019813	11	11
OG0019814	3	2
OG0019815	20	20
OG0019816	11	10
OG0019817	10	8
OG0019818	15	14
OG0019819	14	14
OG0019820	11	10
OG0019821	16	16
OG0019822	1	1
OG0019823	14	14
OG0019824	18	18
OG0019825	9	9
OG0019826	9	9
OG0019827	20	20
OG0019828	13	13
OG0019829	8	7
OG0019830	7	7
OG0019831	9	7
OG0019832	7	7
OG0019833	8	7
OG0019834	9	6
OG0019835	10	9
OG0019836	11	10
OG0019837	9	7
OG0019838	10	9
OG0019839	4	4
OG0019840	9	8
OG0019841	2	2
OG0019842	8	6
OG0019843	6	5
OG0019844	1	1
OG0019845	12	12
OG0019846	6	5
OG0019847	10	9
OG0019848	9	7
OG0019849	7	7
OG0019850	15	13
OG0019851	9	9
OG0019852	7	7
OG0019853	11	10
OG0019854	10	10
OG0019855	10	5
OG0019856	6	4
OG0019857	11	11
OG0019858	7	5
OG0019859	9	9
OG0019860	12	11
OG0019861	11	10
OG0019862	12	11
OG0019863	8	8
OG0019864	9	8
OG0019865	16	15
OG0019866	6	6
OG0019867	9	9
OG0019868	9	7
OG0019869	9	7
OG0019870	11	11
OG0019871	12	11
OG0019872	11	10
OG0019873	16	16
OG0019874	17	17
OG0019875	8	8
OG0019876	10	8
OG0019877	11	8
OG0019878	2	1
OG0019879	4	2
OG0019880	10	10
OG0019881	6	5
OG0019882	5	5
OG0019883	9	8
OG0019884	9	9
OG0019885	6	6
OG0019886	8	7
OG0019887	3	3
OG0019888	7	5
OG0019889	4	3
OG0019890	5	5
OG0019891	10	9
OG0019892	17	17
OG0019893	7	5
OG0019894	8	7
OG0019895	9	9
OG0019896	9	8
OG0019897	13	11
OG0019898	7	6
OG0019899	10	10
OG0019900	9	9
OG0019901	10	10
OG0019902	10	10
OG0019903	13	13
OG0019904	9	8
OG0019905	9	8
OG0019906	6	3
OG0019907	6	4
OG0019908	6	6
OG0019909	9	8
OG0019910	17	17
OG0019911	4	3
OG0019912	8	6
OG0019913	8	8
OG0019914	8	7
OG0019915	7	7
OG0019916	18	18
OG0019917	20	20
OG0019918	20	20
OG0019919	9	9
OG0019920	20	20
OG0019921	9	9
OG0019922	14	14
OG0019923	10	9
OG0019924	16	16
OG0019925	7	7
OG0019926	6	6
OG0019927	8	7
OG0019928	13	12
OG0019929	12	12
OG0019930	5	5
OG0019931	4	4
OG0019932	14	14
OG0019933	9	8
OG0019934	8	8
OG0019935	9	8
OG0019936	11	10
OG0019937	10	10
OG0019938	8	8
OG0019939	18	18
OG0019940	12	12
OG0019941	10	7
OG0019942	8	7
OG0019943	11	9
OG0019944	7	6
OG0019945	6	6
OG0019946	8	6
OG0019947	13	13
OG0019948	10	10
OG0019949	9	9
OG0019950	9	8
OG0019951	9	9
OG0019952	12	12
OG0019953	9	9
OG0019954	10	10
OG0019955	8	8
OG0019956	9	8
OG0019957	9	7
OG0019958	14	14
OG0019959	8	7
OG0019960	18	17
OG0019961	13	13
OG0019962	14	14
OG0019963	5	5
OG0019964	9	9
OG0019965	7	7
OG0019966	9	9
OG0019967	13	13
OG0019968	10	8
OG0019969	13	10
OG0019970	14	13
OG0019971	3	3
OG0019972	6	6
OG0019973	8	6
OG0019974	9	6
OG0019975	12	11
OG0019976	5	4
OG0019977	9	7
OG0019978	4	4
OG0019979	20	20
OG0019980	11	8
OG0019981	10	8
OG0019982	7	7
OG0019983	8	7
OG0019984	13	10
OG0019985	7	7
OG0019986	9	9
OG0019987	7	7
OG0019988	5	3
OG0019989	10	9
OG0019990	11	7
OG0019991	6	5
OG0019992	6	5
OG0019993	11	11
OG0019994	9	9
OG0019995	10	10
OG0019996	10	8
OG0019997	9	8
OG0019998	19	19
OG0019999	7	6
OG0020000	9	8
OG0020001	7	6
OG0020002	3	3
OG0020003	9	9
OG0020004	4	4
OG0020005	4	3
OG0020006	10	9
OG0020007	7	7
OG0020008	17	17
OG0020009	8	8
OG0020010	8	7
OG0020011	12	12
OG0020012	5	4
OG0020013	4	3
OG0020014	11	11
OG0020015	7	7
OG0020016	9	8
OG0020017	5	4
OG0020018	7	5
OG0020019	15	15
OG0020020	19	19
OG0020021	5	5
OG0020022	7	7
OG0020023	13	11
OG0020024	7	6
OG0020025	8	6
OG0020026	7	7
OG0020027	16	16
OG0020028	8	7
OG0020029	13	12
OG0020030	11	10
OG0020031	10	7
OG0020032	6	6
OG0020033	11	11
OG0020034	3	2
OG0020035	13	10
OG0020036	11	11
OG0020037	11	9
OG0020038	7	6
OG0020039	8	8
OG0020040	12	6
OG0020041	12	12
OG0020042	4	2
OG0020043	10	9
OG0020044	11	10
OG0020045	20	20
OG0020046	7	7
OG0020047	4	4
OG0020048	19	19
OG0020049	6	5
OG0020050	10	8
OG0020051	8	7
OG0020052	2	2
OG0020053	17	17
OG0020054	9	8
OG0020055	11	10
OG0020056	19	19
OG0020057	19	19
OG0020058	17	17
OG0020059	16	13
OG0020060	19	19
OG0020061	10	10
OG0020062	13	11
OG0020063	1	1
OG0020064	15	15
OG0020065	15	14
OG0020066	0	0
OG0020067	1	1
OG0020068	0	0
OG0020069	6	4
OG0020070	12	12
OG0020071	10	8
OG0020072	8	8
OG0020073	3	3
OG0020074	16	16
OG0020075	2	2
OG0020076	16	16
OG0020077	9	8
OG0020078	15	15
OG0020079	13	13
OG0020080	8	8
OG0020081	8	8
OG0020082	7	6
OG0020083	12	12
OG0020084	12	12
OG0020085	18	18
OG0020086	14	12
OG0020087	6	5
OG0020088	9	8
OG0020089	12	12
OG0020090	13	12
OG0020091	15	15
OG0020092	13	9
OG0020093	11	11
OG0020094	15	14
OG0020095	16	16
OG0020096	4	4
OG0020097	9	8
OG0020098	10	10
OG0020099	12	11
OG0020100	3	3
OG0020101	11	11
OG0020102	4	4
OG0020103	1	1
OG0020104	4	3
OG0020105	7	7
OG0020106	8	7
OG0020107	12	9
OG0020108	7	5
OG0020109	13	11
OG0020110	9	8
OG0020111	12	11
OG0020112	3	3
OG0020113	9	9
OG0020114	11	10
OG0020115	8	8
OG0020116	10	9
OG0020117	6	5
OG0020118	4	3
OG0020119	13	13
OG0020120	7	6
OG0020121	14	14
OG0020122	5	5
OG0020123	7	7
OG0020124	14	11
OG0020125	14	10
OG0020126	8	8
OG0020127	8	5
OG0020128	14	12
OG0020129	5	5
OG0020130	13	10
OG0020131	12	10
OG0020132	11	11
OG0020133	14	12
OG0020134	9	9
OG0020135	13	11
OG0020136	2	2
OG0020137	6	5
OG0020138	1	1
OG0020139	11	11
OG0020140	11	9
OG0020141	4	2
OG0020142	5	4
OG0020143	9	9
OG0020144	0	0
OG0020145	15	15
OG0020146	1	1
OG0020147	17	17
OG0020148	7	7
OG0020149	12	9
OG0020150	2	1
OG0020151	2	2
OG0020152	15	14
OG0020153	7	7
OG0020154	6	6
OG0020155	2	2
OG0020156	9	7
OG0020157	14	11
OG0020158	10	9
OG0020159	11	10
OG0020160	11	10
OG0020161	8	6
OG0020162	5	5
OG0020163	10	10
OG0020164	14	14
OG0020165	7	7
OG0020166	14	12
OG0020167	6	6
OG0020168	13	13
OG0020169	0	0
OG0020170	8	8
OG0020171	9	6
OG0020172	13	12
OG0020173	4	3
OG0020174	14	14
OG0020175	8	8
OG0020176	13	13
OG0020177	8	7
OG0020178	12	8
OG0020179	4	1
OG0020180	10	8
OG0020181	12	12
OG0020182	16	16
OG0020183	6	3
OG0020184	6	6
OG0020185	6	5
OG0020186	8	6
OG0020187	8	7
OG0020188	6	6
OG0020189	11	9
OG0020190	9	9
OG0020191	3	2
OG0020192	6	6
OG0020193	17	17
OG0020194	10	9
OG0020195	9	8
OG0020196	11	11
OG0020197	8	8
OG0020198	8	7
OG0020199	6	6
OG0020200	2	1
OG0020201	10	9
OG0020202	8	7
OG0020203	8	7
OG0020204	8	8
OG0020205	13	13
OG0020206	8	8
OG0020207	0	0
OG0020208	7	7
OG0020209	11	10
OG0020210	10	9
OG0020211	4	4
OG0020212	2	2
OG0020213	9	7
OG0020214	8	7
OG0020215	10	7
OG0020216	8	7
OG0020217	7	7
OG0020218	0	0
OG0020219	4	3
OG0020220	2	1
OG0020221	3	3
OG0020222	10	8
OG0020223	11	11
OG0020224	0	0
OG0020225	12	12
OG0020226	9	8
OG0020227	8	7
OG0020228	4	4
OG0020229	12	12
OG0020230	13	13
OG0020231	6	5
OG0020232	8	8
OG0020233	6	4
OG0020234	15	15
OG0020235	9	6
OG0020236	15	15
OG0020237	5	3
OG0020238	8	7
OG0020239	9	9
OG0020240	1	1
OG0020241	9	8
OG0020242	5	5
OG0020243	16	16
OG0020244	9	9
OG0020245	11	11
OG0020246	12	12
OG0020247	11	11
OG0020248	7	6
OG0020249	5	5
OG0020250	8	7
OG0020251	4	3
OG0020252	7	3
OG0020253	6	6
OG0020254	14	14
OG0020255	9	9
OG0020256	8	8
OG0020257	5	3
OG0020258	10	8
OG0020259	16	16
OG0020260	1	1
OG0020261	10	9
OG0020262	5	5
OG0020263	3	2
OG0020264	13	12
OG0020265	12	12
OG0020266	15	15
OG0020267	9	9
OG0020268	13	10
OG0020269	14	14
OG0020270	10	8
OG0020271	8	6
OG0020272	10	7
OG0020273	6	4
OG0020274	8	8
OG0020275	7	7
OG0020276	0	0
OG0020277	13	11
OG0020278	12	12
OG0020279	9	9
OG0020280	10	7
OG0020281	9	6
OG0020282	12	9
OG0020283	9	9
OG0020284	12	12
OG0020285	9	8
OG0020286	14	10
OG0020287	12	12
OG0020288	8	8
OG0020289	3	3
OG0020290	14	14
OG0020291	8	6
OG0020292	12	9
OG0020293	4	3
OG0020294	10	9
OG0020295	6	5
OG0020296	19	19
OG0020297	5	2
OG0020298	13	11
OG0020299	3	2
OG0020300	12	12
OG0020301	5	5
OG0020302	19	19
OG0020303	13	13
OG0020304	2	2
OG0020305	8	7
OG0020306	13	13
OG0020307	7	6
OG0020308	10	10
OG0020309	9	9
OG0020310	2	2
OG0020311	7	5
OG0020312	7	6
OG0020313	5	4
OG0020314	9	8
OG0020315	11	11
OG0020316	0	0
OG0020317	10	9
OG0020318	13	13
OG0020319	13	13
OG0020320	19	19
OG0020321	6	6
OG0020322	8	8
OG0020323	4	3
OG0020324	13	13
OG0020325	8	8
OG0020326	11	11
OG0020327	17	17
OG0020328	14	14
OG0020329	19	19
OG0020330	13	11
OG0020331	1	1
OG0020332	7	6
OG0020333	8	8
OG0020334	12	12
OG0020335	9	7
OG0020336	7	5
OG0020337	11	11
OG0020338	17	17
OG0020339	19	19
OG0020340	13	12
OG0020341	19	19
OG0020342	10	8
OG0020343	11	11
OG0020344	7	6
OG0020345	4	4
OG0020346	15	15
OG0020347	1	1
OG0020348	13	13
OG0020349	9	7
OG0020350	10	9
OG0020351	4	4
OG0020352	15	15
OG0020353	9	8
OG0020354	8	8
OG0020355	8	8
OG0020356	10	10
OG0020357	5	3
OG0020358	9	9
OG0020359	8	8
OG0020360	19	19
OG0020361	9	9
OG0020362	7	7
OG0020363	8	8
OG0020364	10	9
OG0020365	15	15
OG0020366	19	19
OG0020367	6	4
OG0020368	9	9
OG0020369	5	4
OG0020370	6	4
OG0020371	10	10
OG0020372	4	2
OG0020373	10	9
OG0020374	8	8
OG0020375	6	5
OG0020376	17	17
OG0020377	9	8
OG0020378	7	5
OG0020379	6	5
OG0020380	17	17
OG0020381	8	8
OG0020382	2	2
OG0020383	3	3
OG0020384	4	2
OG0020385	10	6
OG0020386	7	6
OG0020387	19	19
OG0020388	5	5
OG0020389	15	15
OG0020390	7	5
OG0020391	7	7
OG0020392	2	1
OG0020393	19	19
OG0020394	17	17
OG0020395	6	6
OG0020396	7	7
OG0020397	7	6
OG0020398	13	13
OG0020399	5	3
OG0020400	6	5
OG0020401	5	4
OG0020402	4	4
OG0020403	9	9
OG0020404	1	1
OG0020405	19	19
OG0020406	7	7
OG0020407	5	5
OG0020408	5	2
OG0020409	4	4
OG0020410	11	11
OG0020411	5	5
OG0020412	7	6
OG0020413	17	17
OG0020414	15	15
OG0020415	19	19
OG0020416	19	19
OG0020417	7	7
OG0020418	13	13
OG0020419	9	7
OG0020420	6	5
OG0020421	7	6
OG0020422	4	3
OG0020423	6	6
OG0020424	15	12
OG0020425	5	5
OG0020426	14	14
OG0020427	6	5
OG0020428	8	7
OG0020429	6	6
OG0020430	5	5
OG0020431	6	6
OG0020432	6	6
OG0020433	19	19
OG0020434	8	7
OG0020435	1	1
OG0020436	13	13
OG0020437	9	7
OG0020438	8	8
OG0020439	16	16
OG0020440	18	18
OG0020441	12	7
OG0020442	3	2
OG0020443	6	5
OG0020444	16	16
OG0020445	13	13
OG0020446	9	7
OG0020447	19	19
OG0020448	15	15
OG0020449	19	19
OG0020450	6	6
OG0020451	10	10
OG0020452	3	3
OG0020453	3	3
OG0020454	17	17
OG0020455	19	19
OG0020456	2	2
OG0020457	8	7
OG0020458	2	2
OG0020459	11	11
OG0020460	8	7
OG0020461	8	7
OG0020462	8	6
OG0020463	16	16
OG0020464	9	7
OG0020465	10	8
OG0020466	8	5
OG0020467	12	12
OG0020468	10	8
OG0020469	8	8
OG0020470	4	3
OG0020471	6	5
OG0020472	7	6
OG0020473	7	5
OG0020474	10	9
OG0020475	10	10
OG0020476	7	6
OG0020477	7	5
OG0020478	10	10
OG0020479	19	19
OG0020480	11	10
OG0020481	6	5
OG0020482	10	10
OG0020483	9	9
OG0020484	8	7
OG0020485	19	19
OG0020486	14	13
OG0020487	8	8
OG0020488	9	6
OG0020489	9	9
OG0020490	16	16
OG0020491	5	4
OG0020492	9	9
OG0020493	13	13
OG0020494	8	8
OG0020495	5	3
OG0020496	5	5
OG0020497	7	6
OG0020498	6	6
OG0020499	11	10
OG0020500	4	4
OG0020501	5	5
OG0020502	8	8
OG0020503	9	9
OG0020504	6	6
OG0020505	14	14
OG0020506	11	10
OG0020507	9	7
OG0020508	9	9
OG0020509	3	2
OG0020510	8	6
OG0020511	5	4
OG0020512	10	10
OG0020513	12	12
OG0020514	18	18
OG0020515	16	13
OG0020516	18	18
OG0020517	11	7
OG0020518	8	8
OG0020519	10	10
OG0020520	7	6
OG0020521	13	13
OG0020522	11	10
OG0020523	12	11
OG0020524	8	8
OG0020525	19	19
OG0020526	8	8
OG0020527	17	17
OG0020528	17	17
OG0020529	11	9
OG0020530	8	8
OG0020531	18	18
OG0020532	15	15
OG0020533	19	19
OG0020534	11	11
OG0020535	17	17
OG0020536	8	8
OG0020537	19	19
OG0020538	11	10
OG0020539	11	10
OG0020540	10	10
OG0020541	11	10
OG0020542	14	13
OG0020543	2	2
OG0020544	11	7
OG0020545	14	13
OG0020546	5	5
OG0020547	19	19
OG0020548	5	4
OG0020549	3	3
OG0020550	11	9
OG0020551	7	6
OG0020552	18	18
OG0020553	12	12
OG0020554	7	7
OG0020555	14	12
OG0020556	5	4
OG0020557	12	12
OG0020558	10	8
OG0020559	9	7
OG0020560	5	5
OG0020561	7	7
OG0020562	7	7
OG0020563	17	17
OG0020564	8	6
OG0020565	7	6
OG0020566	6	5
OG0020567	11	11
OG0020568	10	10
OG0020569	18	18
OG0020570	19	19
OG0020571	13	12
OG0020572	10	10
OG0020573	7	7
OG0020574	11	10
OG0020575	18	18
OG0020576	7	6
OG0020577	7	7
OG0020578	17	17
OG0020579	18	18
OG0020580	5	4
OG0020581	14	10
OG0020582	12	12
OG0020583	12	12
OG0020584	7	7
OG0020585	19	19
OG0020586	19	19
OG0020587	11	11
OG0020588	5	4
OG0020589	11	10
OG0020590	10	8
OG0020591	17	17
OG0020592	10	9
OG0020593	7	7
OG0020594	10	10
OG0020595	13	13
OG0020596	17	17
OG0020597	16	16
OG0020598	9	8
OG0020599	8	8
OG0020600	2	1
OG0020601	10	9
OG0020602	8	8
OG0020603	3	3
OG0020604	7	7
OG0020605	19	19
OG0020606	18	18
OG0020607	18	18
OG0020608	18	18
OG0020609	14	14
OG0020610	16	16
OG0020611	19	19
OG0020612	15	15
OG0020613	18	18
OG0020614	11	10
OG0020615	13	13
OG0020616	7	7
OG0020617	11	10
OG0020618	12	11
OG0020619	5	5
OG0020620	16	13
OG0020621	19	19
OG0020622	18	18
OG0020623	19	19
OG0020624	12	12
OG0020625	14	14
OG0020626	15	14
OG0020627	7	7
OG0020628	17	17
OG0020629	17	17
OG0020630	16	16
OG0020631	15	15
OG0020632	15	15
OG0020633	19	19
OG0020634	17	17
OG0020635	9	9
OG0020636	18	18
OG0020637	17	17
OG0020638	14	14
OG0020639	17	17
OG0020640	19	19
OG0020641	16	16
OG0020642	15	15
OG0020643	13	13
OG0020644	18	18
OG0020645	18	18
OG0020646	15	15
OG0020647	17	17
OG0020648	11	11
OG0020649	19	19
OG0020650	12	11
OG0020651	12	10
OG0020652	18	18
OG0020653	12	12
OG0020654	11	11
OG0020655	11	11
OG0020656	19	19
OG0020657	16	16
OG0020658	16	16
OG0020659	19	19
OG0020660	19	19
OG0020661	11	11
OG0020662	19	19
OG0020663	16	16
OG0020664	13	13
OG0020665	19	19
OG0020666	17	17
OG0020667	19	19
OG0020668	18	18
OG0020669	16	16
OG0020670	9	9
OG0020671	18	18
OG0020672	12	10
OG0020673	18	18
OG0020674	17	17
OG0020675	16	16
OG0020676	16	16
OG0020677	15	15
OG0020678	11	10
OG0020679	15	14
OG0020680	7	6
OG0020681	16	16
OG0020682	16	16
OG0020683	10	7
OG0020684	13	13
OG0020685	10	10
OG0020686	7	7
OG0020687	10	10
OG0020688	10	9
OG0020689	19	19
OG0020690	13	11
OG0020691	8	8
OG0020692	10	8
OG0020693	17	17
OG0020694	9	8
OG0020695	10	10
OG0020696	11	11
OG0020697	14	14
OG0020698	7	6
OG0020699	4	2
OG0020700	19	19
OG0020701	5	5
OG0020702	18	18
OG0020703	13	13
OG0020704	10	8
OG0020705	10	10
OG0020706	16	16
OG0020707	4	4
OG0020708	9	8
OG0020709	10	10
OG0020710	15	15
OG0020711	8	8
OG0020712	18	18
OG0020713	19	19
OG0020714	14	13
OG0020715	19	19
OG0020716	11	11
OG0020717	8	8
OG0020718	9	8
OG0020719	5	5
OG0020720	14	14
OG0020721	17	17
OG0020722	8	8
OG0020723	10	8
OG0020724	16	16
OG0020725	5	3
OG0020726	4	4
OG0020727	8	7
OG0020728	13	13
OG0020729	8	8
OG0020730	9	8
OG0020731	10	10
OG0020732	17	17
OG0020733	13	13
OG0020734	9	8
OG0020735	8	8
OG0020736	13	13
OG0020737	9	8
OG0020738	7	7
OG0020739	5	5
OG0020740	3	1
