Orthogroup	SP803280_proteinas	Saccharum_officinarum_LA_Purple.protein	Saccharum_spontaneum_AP85-441.protein	Saccharum_spontaneum_NpX.protein	sorgo_proteinas	Total
OG0000743	56	11	1	4	1	73
OG0000744	56	9	3	4	1	73
OG0000745	47	14	1	10	1	73
OG0000746	65	4	2	0	1	72
OG0000747	57	7	2	5	1	72
OG0000748	37	8	6	19	2	72
OG0000749	39	22	1	8	2	72
OG0000750	47	22	2	0	1	72
OG0000751	46	5	7	10	4	72
OG0000752	62	6	1	2	1	72
OG0000753	55	7	1	7	2	72
OG0000754	40	21	1	10	0	72
OG0000755	52	19	0	0	1	72
OG0000756	26	40	3	3	0	72
OG0000757	38	8	11	15	0	72
OG0000758	43	14	2	13	0	72
OG0000759	17	48	5	1	1	72
OG0000760	50	14	3	5	0	72
OG0000761	47	13	3	8	1	72
OG0000762	41	18	3	9	1	72
OG0000763	52	11	1	7	1	72
OG0000764	60	6	2	3	1	72
OG0000765	12	46	1	13	0	72
OG0000766	45	15	3	8	1	72
OG0000767	48	15	1	7	1	72
OG0000768	58	10	1	2	1	72
OG0000769	39	18	2	12	1	72
OG0000770	13	39	0	20	0	72
OG0000771	68	1	1	1	1	72
OG0000772	57	9	1	4	1	72
OG0000773	57	9	1	5	0	72
OG0000774	48	1	8	14	1	72
OG0000775	57	12	1	2	0	72
OG0000776	38	3	11	18	2	72
OG0000777	46	20	1	3	2	72
OG0000778	55	8	1	7	1	72
OG0000779	64	3	2	2	1	72
OG0000780	57	6	1	6	1	71
OG0000781	46	4	4	16	1	71
OG0000782	39	18	1	11	2	71
OG0000783	57	2	4	7	1	71
OG0000784	49	12	0	9	1	71
OG0000785	26	10	14	17	4	71
OG0000786	52	14	0	4	1	71
OG0000787	48	12	4	6	1	71
OG0000788	47	15	3	5	1	71
OG0000789	55	1	2	12	1	71
OG0000790	55	10	1	4	1	71
OG0000791	46	14	3	7	1	71
OG0000792	60	8	0	3	0	71
OG0000793	34	11	2	22	2	71
OG0000794	41	23	2	5	0	71
OG0000795	54	8	2	6	1	71
OG0000796	51	18	0	2	0	71
OG0000797	30	33	1	6	1	71
OG0000798	45	20	0	6	0	71
OG0000799	68	1	0	2	0	71
OG0000800	45	12	3	11	0	71
OG0000801	55	13	0	3	0	71
OG0000802	49	3	0	18	1	71
OG0000803	38	3	2	28	0	71
OG0000804	59	8	1	3	0	71
OG0000805	19	26	3	22	1	71
OG0000806	20	41	1	9	0	71
OG0000807	62	1	3	4	1	71
OG0000808	71	0	0	0	0	71
OG0000809	54	8	4	4	1	71
OG0000810	63	1	1	4	2	71
OG0000811	55	7	3	5	1	71
OG0000812	54	7	3	6	1	71
OG0000813	54	8	3	5	1	71
OG0000814	61	6	1	2	1	71
OG0000815	51	14	2	3	1	71
OG0000816	50	13	3	4	1	71
OG0000817	62	5	1	3	0	71
OG0000818	60	8	1	2	0	71
OG0000819	71	0	0	0	0	71
OG0000820	49	11	4	6	1	71
OG0000821	44	19	2	5	1	71
OG0000822	51	9	3	7	1	71
OG0000823	58	6	1	5	1	71
OG0000824	54	9	4	3	1	71
OG0000825	56	7	3	4	1	71
OG0000826	51	10	4	5	1	71
OG0000827	54	7	6	3	1	71
OG0000828	52	3	7	8	1	71
OG0000829	46	16	3	5	1	71
OG0000830	54	8	1	7	1	71
OG0000831	45	13	8	4	0	70
OG0000832	51	16	2	0	1	70
OG0000833	52	10	1	5	2	70
OG0000834	53	6	0	10	1	70
OG0000835	42	20	1	6	1	70
OG0000836	50	5	3	11	1	70
OG0000837	40	10	2	17	1	70
OG0000838	50	13	1	3	3	70
OG0000839	51	9	3	6	1	70
OG0000840	54	5	6	4	1	70
OG0000841	51	2	3	13	1	70
OG0000842	57	12	1	0	0	70
OG0000843	21	22	10	10	7	70
OG0000844	44	21	1	4	0	70
OG0000845	59	8	1	1	1	70
OG0000846	49	8	2	11	0	70
OG0000847	57	11	0	2	0	70
OG0000848	52	11	1	5	1	70
OG0000849	49	14	3	3	1	70
OG0000850	55	11	1	3	0	70
OG0000851	40	27	1	2	0	70
OG0000852	54	4	0	12	0	70
OG0000853	45	14	3	7	1	70
OG0000854	43	18	1	8	0	70
OG0000855	35	6	1	27	1	70
OG0000856	42	10	3	15	0	70
OG0000857	56	3	3	7	1	70
OG0000858	7	63	0	0	0	70
OG0000859	46	14	3	6	1	70
OG0000860	51	7	1	10	1	70
OG0000861	35	18	6	10	1	70
OG0000862	62	3	0	4	1	70
OG0000863	48	10	5	6	1	70
OG0000864	59	2	3	5	1	70
OG0000865	54	8	3	4	1	70
OG0000866	56	8	1	4	1	70
OG0000867	56	5	1	7	1	70
OG0000868	54	5	8	2	1	70
OG0000869	43	15	1	10	1	70
OG0000870	48	10	4	7	1	70
OG0000871	35	18	2	14	1	70
OG0000872	56	5	4	4	1	70
OG0000873	65	2	0	3	0	70
OG0000874	23	24	7	14	2	70
OG0000875	54	8	0	7	0	69
OG0000876	54	7	3	4	1	69
OG0000877	50	16	1	1	1	69
OG0000878	56	3	2	7	1	69
OG0000879	60	2	2	4	1	69
OG0000880	52	6	3	7	1	69
OG0000881	13	28	10	14	4	69
OG0000882	40	16	1	11	1	69
OG0000883	50	5	1	12	1	69
OG0000884	10	59	0	0	0	69
OG0000885	69	0	0	0	0	69
OG0000886	49	10	2	7	1	69
OG0000887	57	7	1	3	1	69
OG0000888	50	13	1	4	1	69
OG0000889	61	2	1	5	0	69
OG0000890	37	18	5	8	1	69
OG0000891	41	18	1	9	0	69
OG0000892	47	10	2	10	0	69
OG0000893	69	0	0	0	0	69
OG0000894	24	40	1	4	0	69
OG0000895	28	12	6	23	0	69
OG0000896	68	1	0	0	0	69
OG0000897	38	29	0	2	0	69
OG0000898	52	11	4	1	1	69
OG0000899	41	15	4	8	1	69
OG0000900	47	11	1	9	1	69
OG0000901	40	19	3	6	1	69
OG0000902	52	10	1	5	1	69
OG0000903	45	12	2	9	1	69
OG0000904	61	1	2	4	1	69
OG0000905	55	7	2	4	1	69
OG0000906	48	8	4	8	1	69
OG0000907	43	14	2	9	1	69
OG0000908	14	12	4	38	1	69
OG0000909	56	7	1	4	1	69
OG0000910	62	4	0	2	1	69
OG0000911	58	3	2	5	1	69
OG0000912	54	4	0	11	0	69
OG0000913	57	7	1	3	1	69
OG0000914	69	0	0	0	0	69
OG0000915	60	4	0	4	1	69
OG0000916	54	8	3	3	1	69
OG0000917	52	8	2	6	1	69
OG0000918	50	13	2	3	1	69
OG0000919	50	5	1	12	1	69
OG0000920	52	5	4	7	1	69
OG0000921	60	3	1	4	1	69
OG0000922	53	8	3	4	1	69
OG0000923	0	68	0	1	0	69
OG0000924	59	1	5	0	3	68
OG0000925	54	7	2	4	1	68
OG0000926	58	2	2	5	1	68
OG0000927	38	14	9	6	1	68
OG0000928	55	4	1	7	1	68
OG0000929	27	18	0	22	1	68
OG0000930	37	29	1	1	0	68
OG0000931	45	12	3	7	1	68
OG0000932	49	11	2	5	1	68
OG0000933	67	0	1	0	0	68
OG0000934	54	7	2	4	1	68
OG0000935	42	17	2	6	1	68
OG0000936	53	4	7	3	1	68
OG0000937	10	11	1	46	0	68
OG0000938	32	29	1	5	1	68
OG0000939	65	2	0	1	0	68
OG0000940	68	0	0	0	0	68
OG0000941	66	0	0	1	1	68
OG0000942	65	3	0	0	0	68
OG0000943	26	23	5	12	2	68
OG0000944	67	0	0	1	0	68
OG0000945	65	3	0	0	0	68
OG0000946	67	0	0	0	1	68
OG0000947	57	4	1	5	1	68
OG0000948	50	12	2	3	1	68
OG0000949	29	24	1	13	1	68
OG0000950	21	15	3	29	0	68
OG0000951	51	11	1	4	1	68
OG0000952	68	0	0	0	0	68
OG0000953	52	3	4	7	2	68
OG0000954	49	10	3	4	2	68
OG0000955	50	11	3	3	1	68
OG0000956	54	9	1	3	1	68
OG0000957	65	2	0	1	0	68
OG0000958	52	9	1	5	1	68
OG0000959	55	6	3	3	1	68
OG0000960	49	12	4	3	0	68
OG0000961	52	8	2	5	1	68
OG0000962	52	9	2	4	1	68
OG0000963	56	7	1	3	1	68
OG0000964	49	12	1	5	1	68
OG0000965	63	3	0	2	0	68
OG0000966	47	12	4	4	1	68
OG0000967	57	7	0	3	1	68
OG0000968	60	4	1	2	1	68
OG0000969	49	10	2	6	1	68
OG0000970	51	9	1	6	1	68
OG0000971	60	2	2	3	1	68
OG0000972	50	9	3	4	1	67
OG0000973	56	7	1	2	1	67
OG0000974	44	10	1	11	1	67
OG0000975	50	4	6	6	1	67
OG0000976	32	13	6	15	1	67
OG0000977	54	2	2	8	1	67
OG0000978	45	7	2	12	1	67
OG0000979	49	12	1	4	1	67
OG0000980	29	26	4	7	1	67
OG0000981	46	10	2	8	1	67
OG0000982	48	11	4	3	1	67
OG0000983	65	0	0	2	0	67
OG0000984	39	9	3	15	1	67
OG0000985	59	6	1	1	0	67
OG0000986	53	7	0	7	0	67
OG0000987	58	2	2	4	1	67
OG0000988	56	6	1	4	0	67
OG0000989	28	29	1	9	0	67
OG0000990	58	1	0	8	0	67
OG0000991	53	10	2	1	1	67
OG0000992	67	0	0	0	0	67
OG0000993	39	15	2	11	0	67
OG0000994	55	9	1	2	0	67
OG0000995	21	22	2	21	1	67
OG0000996	28	22	1	16	0	67
OG0000997	38	8	10	10	1	67
OG0000998	52	8	2	4	1	67
OG0000999	49	9	4	4	1	67
OG0001000	44	14	1	7	1	67
OG0001001	17	11	0	39	0	67
OG0001002	49	8	3	6	1	67
OG0001003	48	13	2	3	1	67
OG0001004	36	12	4	14	1	67
OG0001005	22	41	1	3	0	67
OG0001006	50	8	2	6	1	67
OG0001007	67	0	0	0	0	67
OG0001008	55	7	2	2	1	67
OG0001009	46	10	3	7	1	67
OG0001010	52	4	1	9	1	67
OG0001011	48	9	1	8	1	67
OG0001012	57	3	3	4	0	67
OG0001013	53	8	1	4	1	67
OG0001014	58	6	0	2	1	67
OG0001015	52	10	1	3	1	67
OG0001016	54	7	1	4	1	67
OG0001017	47	13	1	5	1	67
OG0001018	54	6	2	4	1	67
OG0001019	65	1	0	1	0	67
OG0001020	52	8	2	4	1	67
OG0001021	34	28	0	5	0	67
OG0001022	50	10	1	5	1	67
OG0001023	47	10	3	6	1	67
OG0001024	47	8	2	9	1	67
OG0001025	49	9	1	7	1	67
OG0001026	45	12	3	6	1	67
OG0001027	67	0	0	0	0	67
OG0001028	67	0	0	0	0	67
OG0001029	54	6	1	5	1	67
OG0001030	51	9	3	4	0	67
OG0001031	55	6	1	4	1	67
OG0001032	48	11	3	4	1	67
OG0001033	0	9	2	56	0	67
OG0001034	58	5	0	2	1	66
OG0001035	57	2	1	5	1	66
OG0001036	46	9	2	8	1	66
OG0001037	27	24	1	11	3	66
OG0001038	52	8	3	2	1	66
OG0001039	45	12	3	5	1	66
OG0001040	52	8	1	4	1	66
OG0001041	48	13	2	2	1	66
OG0001042	48	13	2	2	1	66
OG0001043	26	15	1	23	1	66
OG0001044	49	8	1	7	1	66
OG0001045	35	12	6	12	1	66
OG0001046	41	16	1	7	1	66
OG0001047	48	9	3	5	1	66
OG0001048	38	14	2	11	1	66
OG0001049	47	7	2	10	0	66
OG0001050	32	18	1	15	0	66
OG0001051	46	9	3	7	1	66
OG0001052	46	8	2	9	1	66
OG0001053	40	25	1	0	0	66
OG0001054	41	7	1	17	0	66
OG0001055	44	4	1	16	1	66
OG0001056	43	12	1	10	0	66
OG0001057	40	11	0	14	1	66
OG0001058	48	7	5	6	0	66
OG0001059	57	2	1	6	0	66
OG0001060	38	3	3	21	1	66
OG0001061	56	9	1	0	0	66
OG0001062	41	13	1	10	1	66
OG0001063	51	6	4	4	1	66
OG0001064	51	8	2	4	1	66
OG0001065	50	8	3	4	1	66
OG0001066	41	9	6	9	1	66
OG0001067	57	2	2	4	1	66
OG0001068	47	10	2	6	1	66
OG0001069	46	11	4	4	1	66
OG0001070	51	8	2	4	1	66
OG0001071	62	0	2	0	2	66
OG0001072	51	4	3	7	1	66
OG0001073	49	9	2	5	1	66
OG0001074	55	7	0	3	1	66
OG0001075	51	9	1	4	1	66
OG0001076	47	8	3	6	2	66
OG0001077	47	12	1	5	1	66
OG0001078	53	5	1	6	1	66
OG0001079	62	4	0	0	0	66
OG0001080	55	4	3	3	1	66
OG0001081	55	8	0	2	1	66
OG0001082	51	9	1	4	1	66
OG0001083	50	10	2	3	1	66
OG0001084	66	0	0	0	0	66
OG0001085	66	0	0	0	0	66
OG0001086	52	11	0	1	1	65
OG0001087	45	9	2	8	1	65
OG0001088	30	23	6	1	5	65
OG0001089	30	23	3	7	2	65
OG0001090	59	2	0	3	1	65
OG0001091	29	16	3	16	1	65
OG0001092	40	14	4	6	1	65
OG0001093	40	13	7	4	1	65
OG0001094	17	28	1	19	0	65
OG0001095	51	9	1	3	1	65
OG0001096	33	21	4	6	1	65
OG0001097	63	1	0	1	0	65
OG0001098	50	7	3	4	1	65
OG0001099	36	26	1	2	0	65
OG0001100	52	11	0	1	1	65
OG0001101	44	16	0	5	0	65
OG0001102	64	0	1	0	0	65
OG0001103	54	7	1	2	1	65
OG0001104	54	8	2	0	1	65
OG0001105	52	3	3	6	1	65
OG0001106	47	12	1	4	1	65
OG0001107	57	3	1	3	1	65
OG0001108	58	0	0	5	2	65
OG0001109	42	13	3	6	1	65
OG0001110	49	7	3	5	1	65
OG0001111	58	2	1	4	0	65
OG0001112	48	12	2	2	1	65
OG0001113	50	7	2	5	1	65
OG0001114	42	15	2	5	1	65
OG0001115	58	1	6	0	0	65
OG0001116	52	5	2	5	1	65
OG0001117	53	7	2	2	1	65
OG0001118	46	13	2	3	1	65
OG0001119	52	4	3	5	1	65
OG0001120	47	7	4	6	1	65
OG0001121	54	1	1	8	1	65
OG0001122	47	6	2	9	1	65
OG0001123	56	5	0	3	1	65
OG0001124	45	11	1	7	1	65
OG0001125	45	10	1	8	1	65
OG0001126	53	5	2	3	1	64
OG0001127	51	0	7	5	1	64
OG0001128	44	16	2	1	1	64
OG0001129	56	0	2	5	1	64
OG0001130	45	12	2	4	1	64
OG0001131	36	6	6	14	2	64
OG0001132	39	22	1	1	1	64
OG0001133	39	8	3	13	1	64
OG0001134	55	4	2	3	0	64
OG0001135	62	1	1	0	0	64
OG0001136	51	6	1	5	1	64
OG0001137	52	7	2	2	1	64
OG0001138	49	6	2	7	0	64
OG0001139	64	0	0	0	0	64
OG0001140	40	23	0	1	0	64
OG0001141	50	10	1	2	1	64
OG0001142	41	18	2	3	0	64
OG0001143	50	8	1	4	1	64
OG0001144	50	7	3	3	1	64
OG0001145	48	10	2	3	1	64
OG0001146	41	21	1	1	0	64
OG0001147	9	43	4	7	1	64
OG0001148	46	3	2	13	0	64
OG0001149	62	2	0	0	0	64
OG0001150	45	14	1	3	1	64
OG0001151	49	7	2	5	1	64
OG0001152	48	9	1	5	1	64
OG0001153	59	1	2	2	0	64
OG0001154	55	7	0	1	1	64
OG0001155	55	4	1	4	0	64
OG0001156	49	13	1	1	0	64
OG0001157	17	46	0	1	0	64
OG0001158	49	12	1	2	0	64
OG0001159	49	7	1	6	1	64
OG0001160	52	7	1	3	1	64
OG0001161	49	9	2	3	1	64
OG0001162	49	6	3	4	2	64
OG0001163	45	13	2	3	1	64
OG0001164	46	8	4	5	1	64
OG0001165	51	5	1	6	1	64
OG0001166	54	4	1	4	1	64
OG0001167	39	14	1	9	1	64
OG0001168	52	7	0	4	1	64
OG0001169	50	5	1	7	1	64
OG0001170	54	4	1	4	1	64
OG0001171	54	3	2	4	1	64
OG0001172	26	21	0	16	1	64
OG0001173	50	7	2	4	1	64
OG0001174	50	7	2	4	1	64
OG0001175	49	8	1	5	1	64
OG0001176	50	8	1	4	1	64
OG0001177	53	1	1	8	1	64
OG0001178	48	13	2	0	1	64
OG0001179	54	6	0	3	1	64
OG0001180	51	5	3	4	1	64
OG0001181	51	7	2	3	1	64
OG0001182	52	3	4	4	1	64
OG0001183	49	9	1	4	1	64
OG0001184	43	11	2	7	1	64
OG0001185	55	3	1	4	1	64
OG0001186	44	1	2	17	0	64
OG0001187	50	7	1	5	1	64
OG0001188	42	11	1	9	1	64
OG0001189	50	7	2	4	1	64
OG0001190	51	7	1	4	1	64
OG0001191	54	5	0	4	1	64
OG0001192	45	12	2	4	1	64
OG0001193	39	12	5	7	1	64
OG0001194	54	4	1	4	1	64
OG0001195	32	17	2	10	2	63
OG0001196	48	4	3	7	1	63
OG0001197	16	18	8	17	4	63
OG0001198	48	5	6	3	1	63
OG0001199	20	21	4	14	4	63
OG0001200	47	11	0	4	1	63
OG0001201	49	7	2	4	1	63
OG0001202	39	8	2	13	1	63
OG0001203	46	10	2	4	1	63
OG0001204	50	7	1	4	1	63
OG0001205	43	16	3	0	1	63
OG0001206	50	10	2	0	1	63
OG0001207	43	10	1	8	1	63
OG0001208	39	7	1	12	4	63
OG0001209	46	7	4	5	1	63
OG0001210	34	17	1	10	1	63
OG0001211	47	8	2	5	1	63
OG0001212	63	0	0	0	0	63
OG0001213	49	5	3	5	1	63
OG0001214	44	10	0	8	1	63
OG0001215	39	14	1	8	1	63
OG0001216	47	9	1	5	1	63
OG0001217	51	8	1	2	1	63
OG0001218	50	8	1	3	1	63
OG0001219	40	18	1	4	0	63
OG0001220	33	12	5	12	1	63
OG0001221	61	1	0	1	0	63
OG0001222	49	8	2	3	1	63
OG0001223	38	5	6	13	1	63
OG0001224	30	27	0	6	0	63
OG0001225	39	18	3	2	1	63
OG0001226	45	4	1	13	0	63
OG0001227	47	3	4	8	1	63
OG0001228	29	24	0	10	0	63
OG0001229	19	35	0	9	0	63
OG0001230	50	10	2	0	1	63
OG0001231	55	3	0	4	1	63
OG0001232	52	5	1	4	1	63
OG0001233	63	0	0	0	0	63
OG0001234	51	5	2	4	1	63
OG0001235	27	17	2	16	1	63
OG0001236	48	7	3	4	1	63
OG0001237	56	4	1	2	0	63
OG0001238	45	9	2	6	1	63
OG0001239	44	11	1	6	1	63
OG0001240	44	11	1	6	1	63
OG0001241	41	13	3	5	1	63
OG0001242	48	8	2	4	1	63
OG0001243	43	9	5	5	1	63
OG0001244	53	6	0	3	1	63
OG0001245	49	8	1	4	1	63
OG0001246	29	23	4	6	1	63
OG0001247	52	4	2	4	1	63
OG0001248	59	0	2	2	0	63
OG0001249	63	0	0	0	0	63
OG0001250	47	9	1	5	1	63
OG0001251	20	20	4	19	0	63
OG0001252	48	7	3	4	1	63
OG0001253	40	13	1	8	1	63
OG0001254	51	12	0	0	0	63
OG0001255	48	10	1	3	1	63
OG0001256	48	8	2	3	2	63
OG0001257	43	12	2	5	1	63
OG0001258	51	10	1	1	0	63
OG0001259	39	1	6	15	2	63
OG0001260	54	5	1	3	0	63
OG0001261	35	18	3	6	1	63
OG0001262	50	5	2	5	1	63
OG0001263	29	19	3	11	1	63
OG0001264	50	5	3	4	1	63
OG0001265	44	13	3	2	1	63
OG0001266	63	0	0	0	0	63
OG0001267	49	8	0	5	1	63
OG0001268	52	0	6	3	1	62
OG0001269	52	3	1	5	1	62
OG0001270	43	13	2	3	1	62
OG0001271	55	1	1	4	1	62
OG0001272	43	5	6	6	2	62
OG0001273	47	5	1	8	1	62
OG0001274	30	19	5	7	1	62
OG0001275	40	9	5	7	1	62
OG0001276	49	10	0	2	1	62
OG0001277	62	0	0	0	0	62
OG0001278	42	12	1	6	1	62
OG0001279	41	13	2	5	1	62
OG0001280	33	21	1	6	1	62
OG0001281	25	36	1	0	0	62
OG0001282	48	5	4	4	1	62
OG0001283	48	10	1	2	1	62
OG0001284	61	1	0	0	0	62
OG0001285	54	3	2	2	1	62
OG0001286	17	35	1	9	0	62
OG0001287	39	15	3	4	1	62
OG0001288	30	23	7	1	1	62
OG0001289	38	22	0	0	2	62
OG0001290	40	18	0	3	1	62
OG0001291	39	11	3	8	1	62
OG0001292	47	11	0	3	1	62
OG0001293	45	11	1	4	1	62
OG0001294	10	32	1	19	0	62
OG0001295	39	7	0	15	1	62
OG0001296	2	58	0	2	0	62
OG0001297	53	1	1	7	0	62
OG0001298	55	2	0	4	1	62
OG0001299	48	8	1	4	1	62
OG0001300	49	6	1	5	1	62
OG0001301	46	6	5	4	1	62
OG0001302	41	10	5	6	0	62
OG0001303	48	8	2	3	1	62
OG0001304	46	3	6	6	1	62
OG0001305	51	6	3	1	1	62
OG0001306	46	8	2	5	1	62
OG0001307	41	15	2	3	1	62
OG0001308	54	6	2	0	0	62
OG0001309	40	16	1	4	1	62
OG0001310	25	21	6	9	1	62
OG0001311	51	4	3	3	1	62
OG0001312	40	10	2	9	1	62
OG0001313	49	7	1	4	1	62
OG0001314	50	7	1	3	1	62
OG0001315	52	4	1	4	1	62
OG0001316	49	9	0	3	1	62
OG0001317	41	11	1	8	1	62
OG0001318	50	4	1	7	0	62
OG0001319	46	7	3	5	1	62
OG0001320	47	8	2	4	1	62
OG0001321	49	6	3	3	1	62
OG0001322	45	7	1	8	1	62
OG0001323	42	15	2	2	1	62
OG0001324	50	7	0	4	1	62
OG0001325	31	18	3	8	2	62
OG0001326	47	8	3	3	1	62
OG0001327	37	10	8	6	1	62
OG0001328	38	14	3	6	1	62
OG0001329	55	4	1	2	0	62
OG0001330	55	2	2	2	1	62
OG0001331	53	2	3	3	1	62
OG0001332	50	5	2	4	1	62
OG0001333	38	14	2	7	1	62
OG0001334	51	1	1	8	1	62
OG0001335	0	62	0	0	0	62
OG0001336	47	1	4	8	1	61
OG0001337	46	7	2	5	1	61
OG0001338	59	2	0	0	0	61
OG0001339	39	16	2	3	1	61
OG0001340	30	12	5	12	2	61
OG0001341	40	8	3	9	1	61
OG0001342	37	19	0	4	1	61
OG0001343	22	21	7	10	1	61
OG0001344	34	17	4	5	1	61
OG0001345	30	18	4	8	1	61
OG0001346	47	7	2	4	1	61
OG0001347	43	6	4	7	1	61
OG0001348	39	12	3	7	0	61
OG0001349	61	0	0	0	0	61
OG0001350	42	11	1	6	1	61
OG0001351	51	4	0	5	1	61
OG0001352	21	36	0	4	0	61
OG0001353	40	11	0	9	1	61
OG0001354	45	11	1	4	0	61
OG0001355	34	24	2	1	0	61
OG0001356	60	0	1	0	0	61
OG0001357	44	7	2	7	1	61
OG0001358	48	3	1	8	1	61
OG0001359	61	0	0	0	0	61
OG0001360	41	12	2	5	1	61
OG0001361	60	1	0	0	0	61
OG0001362	47	12	1	1	0	61
OG0001363	55	0	2	4	0	61
OG0001364	37	19	1	4	0	61
OG0001365	40	16	3	0	2	61
OG0001366	48	7	1	5	0	61
OG0001367	61	0	0	0	0	61
OG0001368	43	6	5	6	1	61
OG0001369	44	6	2	8	1	61
OG0001370	41	10	5	4	1	61
OG0001371	44	10	2	4	1	61
OG0001372	61	0	0	0	0	61
OG0001373	52	5	0	3	1	61
OG0001374	44	4	3	9	1	61
OG0001375	58	1	0	1	1	61
OG0001376	42	10	1	7	1	61
OG0001377	39	12	2	7	1	61
OG0001378	49	7	0	4	1	61
OG0001379	18	26	7	8	2	61
OG0001380	9	13	0	39	0	61
OG0001381	26	20	5	9	1	61
OG0001382	43	10	3	4	1	61
OG0001383	47	7	2	4	1	61
OG0001384	46	9	2	3	1	61
OG0001385	45	8	3	4	1	61
OG0001386	45	7	1	7	1	61
OG0001387	47	6	2	5	1	61
OG0001388	36	16	4	4	1	61
OG0001389	37	13	5	5	1	61
OG0001390	50	3	3	4	1	61
OG0001391	61	0	0	0	0	61
OG0001392	51	4	1	5	0	61
OG0001393	61	0	0	0	0	61
OG0001394	44	7	3	6	1	61
OG0001395	61	0	0	0	0	61
OG0001396	52	7	1	1	0	61
OG0001397	40	2	4	14	1	61
OG0001398	34	17	2	7	1	61
OG0001399	16	15	3	26	1	61
OG0001400	50	6	1	3	1	61
OG0001401	41	10	1	8	1	61
OG0001402	41	12	1	6	1	61
OG0001403	42	11	2	5	1	61
OG0001404	37	15	1	3	4	60
OG0001405	28	13	1	17	1	60
OG0001406	51	4	2	2	1	60
OG0001407	45	8	1	5	1	60
OG0001408	30	2	2	25	1	60
OG0001409	33	14	4	8	1	60
OG0001410	46	7	1	5	1	60
OG0001411	36	13	2	7	2	60
OG0001412	47	7	3	2	1	60
OG0001413	39	9	4	7	1	60
OG0001414	40	11	0	8	1	60
OG0001415	53	4	0	1	2	60
OG0001416	43	9	2	5	1	60
OG0001417	60	0	0	0	0	60
OG0001418	18	42	0	0	0	60
OG0001419	44	7	2	7	0	60
OG0001420	55	3	0	2	0	60
OG0001421	49	7	1	2	1	60
OG0001422	47	5	3	4	1	60
OG0001423	9	49	0	2	0	60
OG0001424	40	8	5	6	1	60
OG0001425	41	10	2	6	1	60
OG0001426	43	2	3	11	1	60
OG0001427	38	20	0	2	0	60
OG0001428	39	9	6	5	1	60
OG0001429	40	11	2	6	1	60
OG0001430	31	19	2	8	0	60
OG0001431	44	8	0	7	1	60
OG0001432	49	11	0	0	0	60
OG0001433	21	33	0	6	0	60
OG0001434	20	5	0	35	0	60
OG0001435	52	3	1	2	2	60
OG0001436	28	14	6	11	1	60
OG0001437	46	9	1	3	1	60
OG0001438	45	8	3	3	1	60
OG0001439	44	11	1	3	1	60
OG0001440	33	18	2	6	1	60
OG0001441	53	1	1	4	1	60
OG0001442	51	3	2	3	1	60
OG0001443	42	8	3	6	1	60
OG0001444	31	18	2	8	1	60
OG0001445	39	9	0	11	1	60
OG0001446	27	19	4	9	1	60
OG0001447	50	6	0	4	0	60
OG0001448	40	8	3	8	1	60
OG0001449	45	6	4	4	1	60
OG0001450	43	8	1	7	1	60
OG0001451	38	18	1	2	1	60
OG0001452	14	11	5	29	1	60
OG0001453	35	14	2	8	1	60
OG0001454	43	9	2	5	1	60
OG0001455	39	14	2	4	1	60
OG0001456	44	8	2	5	1	60
OG0001457	46	9	0	4	1	60
OG0001458	33	18	1	7	1	60
OG0001459	42	12	1	5	0	60
OG0001460	37	12	4	6	1	60
OG0001461	39	5	2	13	1	60
OG0001462	40	16	1	2	1	60
OG0001463	52	4	1	3	0	60
OG0001464	51	1	3	4	1	60
OG0001465	53	4	0	3	0	60
OG0001466	35	9	4	11	1	60
OG0001467	35	14	3	7	1	60
OG0001468	48	8	1	3	0	60
OG0001469	40	6	2	11	1	60
OG0001470	42	11	1	5	1	60
OG0001471	48	5	1	6	0	60
OG0001472	40	9	2	8	1	60
OG0001473	45	8	2	4	1	60
OG0001474	50	3	3	3	1	60
OG0001475	60	0	0	0	0	60
OG0001476	38	7	3	11	1	60
OG0001477	35	14	3	7	1	60
OG0001478	21	26	1	12	0	60
OG0001479	42	10	2	5	1	60
OG0001480	0	56	0	4	0	60
OG0001481	33	14	4	7	1	59
OG0001482	33	16	1	8	1	59
OG0001483	37	8	2	11	1	59
OG0001484	38	7	1	12	1	59
OG0001485	29	16	6	7	1	59
OG0001486	41	12	3	2	1	59
OG0001487	45	4	2	7	1	59
OG0001488	48	6	0	4	1	59
OG0001489	42	8	1	7	1	59
OG0001490	46	6	1	5	1	59
OG0001491	42	8	1	3	5	59
OG0001492	29	12	3	14	1	59
OG0001493	40	11	3	4	1	59
OG0001494	31	16	5	6	1	59
OG0001495	44	1	3	10	1	59
OG0001496	39	14	3	2	1	59
OG0001497	41	11	0	6	1	59
OG0001498	44	9	1	4	1	59
OG0001499	50	3	2	3	1	59
OG0001500	55	3	0	1	0	59
OG0001501	58	1	0	0	0	59
OG0001502	55	2	2	0	0	59
OG0001503	43	8	1	6	1	59
OG0001504	32	23	1	3	0	59
OG0001505	29	23	1	5	1	59
OG0001506	40	9	2	7	1	59
OG0001507	50	3	1	4	1	59
OG0001508	37	11	4	6	1	59
OG0001509	47	5	1	5	1	59
OG0001510	46	8	1	3	1	59
OG0001511	40	10	4	4	1	59
OG0001512	9	49	0	1	0	59
OG0001513	27	23	0	9	0	59
OG0001514	57	1	1	0	0	59
